point_id,draw_kind,umc_mc_dvth0_n_splvt,umc_mc_dvth0_p_splvt,umc_mc_du0_n_splvt,umc_mc_du0_p_splvt,umc_mc_dtoxe_n_splvt,umc_mc_dtoxe_p_splvt,umc_mc_dtoxp_n_splvt,umc_mc_dtoxp_p_splvt,umc_mc_dxl_n_splvt,umc_mc_dxl_p_splvt,umc_mc_dxw_n_splvt,umc_mc_dxw_p_splvt,umc_mc_dvth0_n_sphvt,umc_mc_dvth0_p_sphvt,umc_mc_du0_n_sphvt,umc_mc_du0_p_sphvt,umc_mc_dtoxe_n_sphvt,umc_mc_dtoxe_p_sphvt,umc_mc_d_c1_vp,umc_mc_d_cox_vp
14,gaussian_clipped_3sigma,0.0010127236463968008,0.0028149637226274338,0.00011323113362718194,0.0008049234915960724,-2.0501721010310226e-10,-4.871840193011795e-12,-8.432302702928711e-11,-1.218813060423628e-10,-1.4050437870860012e-09,-5.345975051212994e-10,2.747707627068039e-09,-3.979178153218692e-09,6.126298518883489e-05,-0.000968338866667157,-0.00032767309436196085,0.0010027578253046041,4.3049234960314085e-11,1.0699184859541949e-10,-0.0015450567924990047,-0.006959426116707031
15,gaussian_clipped_3sigma,-0.0006715764506414986,0.0004849935825424432,0.0002207166980671388,-0.0013554850902917082,9.048978162787422e-12,2.2822833013890517e-11,2.5174740375339203e-10,1.87684461128167e-10,-1.365189360894112e-09,-4.598133784786818e-10,-4.390326005511009e-09,-1.7721210418904594e-09,0.000631210007180681,0.0024117072417764672,-0.0007290838377436086,-0.0006541464400677965,-1.7178312237909238e-10,-1.3013273643592612e-11,-0.010624144118595632,-0.005294394273660737
16,gaussian_clipped_3sigma,-0.0026305823345027647,-0.00018852510850511398,-0.002197160489195789,-0.0018338065567387383,2.1292471120282982e-10,-1.287422581274031e-10,-1.0967855784546397e-10,1.836913528321314e-10,4.648107470784651e-09,-1.874506606120547e-09,-1.1047468703640917e-09,1.0246666528215287e-09,0.003457395288811185,-0.001973714156856475,-0.0002452778459421097,0.000777337576061744,3.478128595732949e-11,-3.0092485698407936e-11,-0.0013382296451604114,-0.013748958083699818
17,gaussian_clipped_3sigma,-0.0007145212319239957,-0.0005327749800179102,0.00029021236203281993,-0.00069415902352377,4.7153852254513904e-11,1.0127158178198286e-10,1.5542932766846603e-11,3.517564083992035e-11,8.504855612458779e-11,1.350289462626887e-13,-2.164674100628542e-09,9.494827850199241e-10,-0.00019457319682697895,0.00418633661786119,0.0015733549024752424,0.0003858465525565008,-6.10445767755814e-11,-8.899291775867343e-11,0.011911429530888652,0.002627492251471385
18,gaussian_clipped_3sigma,0.0014404302101748325,-0.003489171973948385,0.0011592981019477259,0.0005680254227679537,-1.1104306844144781e-10,-4.71524807449949e-11,2.637172043565196e-11,5.246679835624363e-12,-4.67473897285688e-10,-1.6558122890553739e-10,-7.559321346206561e-10,4.576875363074057e-10,0.002942983945986314,-0.005133316881862595,-0.00023685026450968424,0.00017651242137244698,2.367951917496796e-11,-2.975316650570319e-11,-0.017567217824785826,0.0032799548371410963
19,gaussian_clipped_3sigma,0.005182050642492555,-0.003067722809832275,0.0010797850171227353,-0.0004106565289036174,-6.13243458288473e-12,-1.0528985107039491e-10,-3.344561723558767e-11,1.3000445946989586e-10,9.322483871803314e-10,2.771698568655911e-09,3.5322356669330808e-09,1.3172600367887286e-09,0.0034878690523355844,0.0008779863174765975,0.000827988176797059,-0.00029657095353470835,5.323665268736386e-12,-5.5793905864022146e-11,0.00989583934594853,-0.011783036231148656
20,gaussian_clipped_3sigma,0.002347051027252984,-0.0003813021150103189,0.0014640588668341492,0.0009385862359140748,1.8206461576468016e-10,7.307746911386449e-11,-1.5720402556532408e-10,-6.695317289820084e-12,-1.8752115081517055e-09,-8.292477477860395e-10,4.533685299830165e-09,1.912601432693088e-09,-0.0013978608571574927,-0.002027434732880798,3.278209287626079e-05,-0.001216560149381128,-5.3691222191726487e-11,2.4960757724099508e-11,0.011553120361066963,0.006087614722244398
21,gaussian_clipped_3sigma,-0.0068738685257943005,0.0006087334580605196,9.00419665407224e-05,0.0005173628567158664,1.6162096816512073e-10,-2.063238276804743e-10,-5.911034251911056e-11,5.909063227933547e-11,-2.5305510391263076e-09,2.3615184768856143e-09,1.1050698381019753e-09,2.539751957530212e-09,-0.0011418873230435891,0.0016275273799324212,0.0010684715559890383,0.00023287802013716836,1.8752071415895675e-11,2.1627459142538067e-11,-0.008633452647393817,-0.0014752868024035294
22,gaussian_clipped_3sigma,-0.00045756759735707643,0.0007667877287069903,0.0012497803086378683,-0.0013231701024730117,-1.2500903031957764e-11,1.4814555476589734e-10,-7.435882288125641e-11,-8.222500172903204e-11,3.2368990692990976e-10,1.3510163047765123e-09,3.427816668197799e-11,3.9868817713109675e-09,0.0017135879651330537,0.0016836401337801236,0.0005541165013240934,0.002327653100346085,-1.6412935109283535e-11,-1.602817833653211e-10,0.01604254361517141,-0.0045769943095682565
23,gaussian_clipped_3sigma,0.00032364133302909914,0.002619101369721054,-0.0020028244263236568,-0.0015645590176326743,-1.6012779371188537e-10,-7.941362900254239e-11,4.3963660601699355e-11,5.24187842812771e-11,4.42038686925686e-10,-2.2604254142277865e-09,-6.930310309897932e-09,1.630607561711468e-10,-0.0009435520672766715,0.0009187715434332235,0.0007019536262212701,0.00013824143205868193,6.081064683006829e-11,1.8336909929205474e-11,0.005300647056014667,-0.007046732628698824
24,gaussian_clipped_3sigma,-0.0005388342414943756,0.0003935521933139145,0.0010256605942717736,-0.0004921764652807152,5.2116725573211265e-11,-2.6583879191537904e-11,-1.1754216732813036e-11,8.29519042024073e-11,-3.1888965936866496e-09,-2.0743557249196176e-09,-4.446556192328462e-09,-7.000848359544915e-09,-0.0013565288803103535,0.0014988677994554808,-0.00028488406638257474,0.00019779008194185214,8.71373997368634e-11,1.0621489058141532e-10,-0.0006913793472613955,0.013535858895693973
25,gaussian_clipped_3sigma,0.0002763799753023276,-0.0016747964476549243,-0.0007430004402484191,-0.0018506706407062704,-8.881338537336525e-11,-3.5801668807442915e-11,8.035850193786016e-11,1.7207698311659838e-10,-2.2114904246032642e-09,6.285239492158703e-10,-3.1216318174726033e-09,1.424091265389606e-09,-0.0002621733013754532,-0.003661811651695061,0.0009282969915684843,-0.0006050007128087311,-4.271201906988436e-11,-8.558019290317519e-11,-0.0065428327668755545,0.004278904406949172
26,gaussian_clipped_3sigma,-0.0005677330228092166,0.0006573240045649622,0.0004524023174110546,0.0016508270694102088,-3.427861508643793e-11,-1.476857816845732e-10,1.0672224165719831e-10,-3.314881720972547e-11,1.7833479113238031e-09,6.134033810919527e-10,-3.934125906100348e-10,1.0463276821388854e-09,0.003902025120252599,0.004153961058107506,6.93811351327787e-05,0.00016019059331707532,8.609921259731085e-11,-6.765288262138777e-11,0.003330703726182551,-0.00025862847953856403
27,gaussian_clipped_3sigma,0.0009417246343726609,-0.0016667376118988115,-0.0019869593666362114,-0.0025912292949891147,-1.1173841129896078e-10,-4.5867528493933306e-11,-2.9319158664876183e-11,1.937231162429517e-10,1.7695893918516772e-09,-1.5393457861466036e-09,1.0431253573528708e-09,-1.2212347090509753e-09,-0.0005687276760801903,0.00037065129883076406,0.0006191711169753933,-0.00033925848388401537,8.510812261874868e-11,-9.135505809139232e-11,6.339062362268442e-05,0.025976737265958325
28,gaussian_clipped_3sigma,0.0006692392278758254,0.0028664290132123455,0.00011440022271651022,0.0007259713691622459,-5.678319439269154e-12,-1.7040758116420445e-11,-7.794823967254196e-11,4.3030135895755326e-11,-1.3624595026972287e-09,1.0649363781014867e-09,3.2558610133377297e-09,1.0995942217116897e-09,-0.0005724974671113837,0.0009079311586173922,-0.0003086730555464126,0.0009355471254651493,-1.4651248673720988e-10,-2.6848589449491696e-11,-0.019908119951239978,-0.01495060830227205
29,gaussian_clipped_3sigma,0.004091586689441728,0.001790369963943372,-0.000899350291605988,-0.0018781293200511213,-2.9645288378416514e-10,-5.434955079326346e-11,2.4204150122474025e-10,4.348842714636474e-11,-8.953156576791833e-10,7.441283352004901e-10,-4.682875058983328e-09,-8.919700880929063e-10,0.000198954946031477,-0.000172201303642097,0.0007908061216900806,0.0003446452262360524,5.3466081448639755e-11,-5.506978257846075e-11,0.008978154084105482,0.016289369476239914
30,gaussian_clipped_3sigma,-0.002910448558954238,-0.0017753913114291196,0.001669730420400291,-0.00023917998336882537,1.403821392066557e-10,-4.425357118921839e-11,1.4550455762707112e-10,1.3148581680545219e-11,4.1316611731631235e-10,2.503548834671847e-09,-1.0853114323325137e-09,-2.823366287774875e-09,-0.0008971284160567087,0.0009046679012862774,-0.0015657590721805143,0.0006374709026511215,-4.3101705409419455e-11,9.182501285868508e-11,-0.023942603049004717,-0.007865657751041687
31,gaussian_clipped_3sigma,-0.005059404453702306,-0.0016524589327279052,0.00030958237638617893,-0.00022403328181219362,-2.5337756894801494e-11,-1.591848713800608e-11,2.0338824061994344e-11,-1.0085360419431078e-10,1.1309594254384812e-09,1.0602655526167742e-09,1.155113812968303e-09,1.6696003282537894e-09,0.000592836001617319,0.004070146605462135,-8.70941710525099e-05,-0.00030708321833457675,-6.028220642859022e-11,-8.258101364622694e-11,-0.012444717876010754,-0.008887973132309185
32,gaussian_clipped_3sigma,-0.00021204114495621394,0.000668590256995429,6.392757319020224e-05,-0.0009569190967871412,9.001845640199633e-11,7.394126723009476e-11,-1.59648307422017e-11,-6.52916144664712e-11,8.774846733276792e-10,3.0075773997776716e-10,-4.3443817782451424e-09,-2.039407679532147e-10,0.0005240716241487621,-0.0017993895729755077,0.000189843392837443,-0.0014548224852577892,1.0689488800097367e-10,9.983599880475454e-11,-0.0025251733430296476,0.0036345433783907316
33,gaussian_clipped_3sigma,-0.007229765897399625,-0.002312695320530666,-0.00036722365019016225,-0.001340166276783574,7.143964826306588e-11,1.997296530747994e-10,-1.176614719429302e-10,-8.374634040851928e-11,3.7671738929588853e-10,2.5777858375993934e-09,-3.6671229376197095e-09,7.47108366920826e-10,0.0036425977016262177,-0.0033035182963585346,-0.001281069206845832,-0.00042360660646083824,-4.1647073028432876e-11,6.500810302029157e-11,0.0024165971982083806,-0.017749620596421285
34,gaussian_clipped_3sigma,0.0015462312087024326,-0.001155077774711301,0.001593059021176549,-0.0007844844205461496,-6.366152831022357e-11,5.411316108045315e-11,7.629264823369366e-11,4.4809936393620363e-11,-2.6969557078156934e-09,8.608551038852017e-10,-3.102924155023197e-09,7.058283347647905e-10,-0.0028474688707981204,0.0008926442950861274,-0.0008065989043073726,-0.0012826346502605218,5.710561091859196e-11,1.9331561734140102e-11,-0.006139768013928971,0.014511788490210642
35,gaussian_clipped_3sigma,-0.0013219572647092273,6.421534794186932e-05,0.00033614180959825116,-0.000774582417660767,4.711362933999294e-11,-5.334523471647245e-11,-4.116383222162092e-11,1.3626426398033413e-10,-1.6649376840198929e-09,-3.860448529487184e-09,4.832810985035683e-09,7.647983857821008e-09,-0.0008105385308986637,-0.0038736760812403707,-0.00031048397619594376,-0.0002862229498406692,-1.5193907281780563e-11,-8.907104335374786e-11,0.005795611424764774,0.005245073752860862
36,gaussian_clipped_3sigma,-0.00448321685945792,0.0013983934633897757,0.0025658562274323638,0.00021495041554632483,-3.373251620685061e-11,-1.4200321440752132e-11,6.152567669685613e-11,-1.7306716055072183e-10,2.630251247636836e-10,-6.247423191404962e-10,5.543475038868136e-09,-5.225182014148736e-10,0.0033357752222390397,-0.0022074813955640146,0.0005872591668027922,0.00031940026379122884,-6.952377982918258e-11,1.4191689170955234e-11,0.012125188368316005,-0.003237917042866007
37,gaussian_clipped_3sigma,-0.00507588794750929,-3.512565295489182e-05,-0.0011280288684906408,-0.000427926173329853,-8.158776968512098e-12,-1.7056522160155173e-10,-1.6156583393206782e-10,4.8206683552552525e-11,-8.363499138714886e-10,-4.1035909469129076e-09,2.354532109824405e-09,8.171092658227195e-10,-0.001427749648072968,-0.002633660422116483,0.0008358078963143371,0.0003493506225604296,1.9060818261472586e-10,3.3615087897994986e-11,0.0038770314126201485,-0.0016692793010856513
38,gaussian_clipped_3sigma,0.002450327601602373,0.0012501704024963074,0.0015646562607064937,-0.0006516536482966059,-4.3540747294396233e-11,-4.7910317091198014e-11,7.908017211789891e-11,1.498374440296732e-10,-7.34144789038881e-10,-6.79637964468946e-10,9.422316716093975e-10,-7.372845000387042e-10,0.0019041073062797801,-0.004503554581238094,-0.0008267050469168946,-0.0007824163339614458,-1.8562848099089158e-10,-7.709107554950432e-11,-0.009151561158459262,-0.002011046545188303
39,gaussian_clipped_3sigma,0.003338897674980791,-0.0004901213023814047,-0.0012885171503389423,-7.119317651691123e-05,1.0491736214413494e-10,-9.759588161149049e-11,-9.105748839214486e-11,5.585489592742235e-11,-3.5445778516928085e-10,1.035975505135159e-09,-4.094037538589028e-11,2.104990944268701e-09,-0.002070156228081282,-2.416930157653488e-05,-0.00021069001436315683,-0.0012158909241041307,-1.2507823582949506e-10,5.485992282197294e-11,-0.003509523822179781,-0.010222802816473295
40,gaussian_clipped_3sigma,-0.00028853681076999676,0.0022560377146986052,-0.0028509223067149036,-0.001870798362379158,-9.228864418952677e-11,1.461178866720329e-10,2.8258698291929654e-11,7.673172404612269e-11,-1.8242574706019689e-09,-1.791257400432842e-09,1.3434411501681313e-09,1.7482299280633966e-10,0.0010974776377282531,-0.0003753419818569043,0.000278143726454627,0.00015811908490510917,6.222139112679403e-11,6.456066255555765e-11,-0.016198719943917698,-0.022472685553408558
41,gaussian_clipped_3sigma,0.0030052361929545214,0.002375450186523873,-0.0012757787743916719,-0.002324794258182036,9.903482100720091e-12,9.308382263505293e-11,1.7975945224343148e-10,5.16297572101451e-11,-5.94746714537112e-10,-1.4290089945357804e-09,3.4353875011963246e-11,-8.977941116557692e-10,-0.002030135811457632,0.004097511301726573,0.001785168402072131,0.0011360486835554284,-7.36680318247302e-11,6.84015459437823e-11,0.006396264094979018,0.0044254562420405295
42,gaussian_clipped_3sigma,0.0037489958011313316,0.0012707422857225548,0.0009250177953804194,0.0007961328542152626,3.407914080021059e-11,-1.7836111297141836e-10,8.362107741055723e-12,-5.5619195884912525e-11,-2.047745532224033e-09,2.6909065908813184e-09,5.186986022657111e-09,4.077661800886836e-09,0.0005104268337117493,0.0027012502419053136,1.2053180601825542e-05,0.0002027972768977794,-8.747770963695862e-11,3.1759304359907197e-11,0.0006038592842441709,-0.013026521168344645
43,gaussian_clipped_3sigma,-0.0001535913354497907,-0.00015945912771361695,0.0022469514583058,0.0011177666606417619,1.1445439091466016e-12,2.48787309801083e-11,4.421237810419806e-12,-2.0291398479554775e-11,-1.731883515821259e-09,-2.4168300417108684e-10,-2.23829476995754e-09,-3.7509466167694395e-09,0.0010224436290950695,0.0007825293198664699,-0.0017867075113680779,-0.0001226846374951272,7.965611087199387e-11,8.473789911170565e-11,0.010258368428852386,0.000389132069014598
44,gaussian_clipped_3sigma,-0.0025351359839074533,-0.0021673976547161213,0.00043075613093794687,0.00047410004295645375,1.2873311116050654e-10,1.0999796503420835e-10,-1.3222865653117211e-11,-1.2442058788608694e-10,-5.105705552174365e-10,3.4756991169683946e-10,-6.062497361682123e-10,-1.7336823242329675e-09,0.0005057696299397978,-0.001007915482821221,-0.000628066083725374,0.0003114528343034396,-3.215940641033638e-11,1.9528351118268168e-11,0.002732040228521227,-0.011394290010915747
45,gaussian_clipped_3sigma,-0.0014437233715962365,0.0028755538798329247,-0.001452599390917859,-0.0026458180612131637,-1.8618451532425115e-10,2.9109946576669204e-12,3.091727803269891e-12,-1.1761085542512094e-11,1.9427037262856027e-09,-4.2765350929647006e-09,1.1878016232924708e-09,4.68431460541072e-09,-0.002255561529783428,-0.0007596130235797903,-0.000752891917228621,-0.0008943460460775288,-2.61009604018432e-11,1.1419882269476037e-10,0.018373866754875203,-0.0033593922504014774
46,gaussian_clipped_3sigma,0.005715180642193411,7.115295396924973e-05,0.0021921137833763515,-0.00011662331206686471,1.3105782604614431e-11,3.6547447264283455e-11,3e-10,8.51285574844789e-11,-1.1316232479223418e-09,1.5503965924413728e-09,-1.0854976112530245e-09,-1.4692505487036275e-09,0.0018172027197842224,6.217117554230557e-05,0.0002785759145118061,1.3985221865292462e-05,2.6926650128434776e-11,3.3997271794891934e-11,-0.019369669327054154,0.006665726686095336
47,gaussian_clipped_3sigma,-0.002946058259490902,-0.0028845982711188226,-7.301405482335305e-05,0.00010497625414306783,-6.935061645722808e-11,8.310318576679744e-11,-1.342175166370907e-10,-4.06943748772559e-11,-9.35798615892801e-10,-7.453963254294299e-11,8.365928539417163e-10,-3.0236788488706343e-09,0.0014485653549124564,0.00012600473666939945,-0.0018919462533119105,-0.001958591440397031,-9.855434343448987e-13,-1.7677385422908325e-11,-0.001034201135746335,-0.0002798245653021798
48,gaussian_clipped_3sigma,0.0006766795185305422,0.0018952992196965995,-0.0013888811261469477,-0.0014649644911259934,-1.0933238578873826e-10,2.889166671687069e-11,1.2449473786464457e-10,-4.313394382395105e-11,-4.0027197506554475e-09,-2.726388580176601e-09,-2.499110168388035e-09,-1.6731866624856443e-09,-0.0008167772545094529,7.716224596183413e-05,-0.00031174633082244713,0.001049339610543407,-5.4081384454509496e-11,-6.898543675804344e-11,0.004788755385204616,-0.015356420699261193
49,gaussian_clipped_3sigma,0.0011690751159600067,0.00020510636745253372,-0.00018430311239770928,0.001985345133936578,-6.222074452947179e-11,2.0602981705240784e-10,-2.2543144922809932e-11,-1.2770164449702282e-10,1.1187132959172048e-10,-1.721992320510029e-09,-2.2552675434405006e-09,1.1910999000464734e-09,0.0011111641773002496,-0.0012443354005085164,0.0009874051450464007,0.001157507758021134,1.1490414052506327e-10,4.235307257005777e-11,0.013634287120856988,-0.018807984279740578
50,gaussian_clipped_3sigma,-0.0009537196458853877,-0.0017340105126468525,0.0001490323264092401,-0.0007143115239959217,-1.661578419497324e-11,1.8821748802040494e-10,-1.697197964203783e-11,4.1379231719021396e-11,-3.716309278787764e-10,1.2114126073093387e-10,1.8050041308214378e-11,1.3449721979194785e-09,0.002330615071094354,0.003294787995206659,0.0003096200819091669,0.0005895468860356021,-9.206916073484535e-11,-7.030139393249646e-12,0.00940289464883589,0.008659686384171533
51,gaussian_clipped_3sigma,0.0006348291983851507,0.0017727879191359048,0.0006134583862422736,0.001500382822824152,2.8935915695711114e-11,-3.5569831557103466e-11,3.3584125693302366e-11,-2.9305943758527756e-10,6.126171782160792e-10,-4.8e-09,-5.170390222216254e-09,1.3553058028229524e-09,0.0009550586745335905,-0.0023248575602798608,-0.0007121020418789388,0.001370540988614132,-3.872241052581409e-11,1.7943362499223878e-10,-1.9198531763461493e-05,0.004080361768812668
52,gaussian_clipped_3sigma,0.004850623195495823,0.0002620542323868391,-0.0012529299758635016,-0.00013715931461786264,-3.5610736190090935e-12,-1.3647416522015654e-10,-2.5583207134082336e-11,-7.421920939974367e-11,1.4789724114998946e-09,5.537899869640899e-11,-8.483872474427102e-10,-3.185457918677288e-10,0.00044624403681233225,0.0012336283993795597,-0.0009997122286693814,-0.0010415876326212718,8.83743372322024e-11,-3.2986949776378446e-11,-0.014168420925968742,0.004438127093831046
53,gaussian_clipped_3sigma,0.0013901094180980608,-0.0030614305145134127,0.00028685214432950786,0.000919478865535467,3.743864517062631e-11,6.319814837613953e-11,-1.4042690980907491e-10,3.3104015499619564e-11,-4.841916151527145e-10,-7.724642539594318e-10,2.6116668282591795e-09,4.43782353202269e-09,0.003588740109200718,0.00262961574301181,-0.00010973418163018369,0.0003527201630263431,6.134582974273949e-11,9.694235943956956e-12,0.0013076418791154436,0.00823753131876182
